Entité;Localisation de la station;Coordonnées;Paramètres mesurés;Source;Unité de mesure;Mesure;Dernière mise à jour;Commune;EPCI;Département;Région
ASPA;France - ASPA - C.C.3 Frontières;47.59494,7.5681715;PM10;EEA France;µg/m³;34.45;2016-12-05T18:00:00+01:00;Village-Neuf;CA Saint-Louis Agglomération;HAUT-RHIN;GRAND EST
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Chalon Centre Ville;46.78247,4.8472643;PM10;EEA France;µg/m³;14.9;2017-05-25T12:00:00+02:00;Chalon-sur-Saône;CA Le Grand Chalon;SAONE-ET-LOIRE;BOURGOGNE-FRANCHE-COMTE
ATMO GRAND EST;France - ATMO GRAND EST - Remiremont;48.02461,6.585837;SO2;EEA France;µg/m³;2.13;2017-07-18T21:00:00+02:00;Remiremont;CC de la Porte des Vosges Méridionales;VOSGES;GRAND EST
ATMO GRAND EST;France - ATMO GRAND EST - Rempart Perrier;49.046116,3.955911;PM10;EEA France;µg/m³;19.48;2017-04-13T18:00:00+02:00;Épernay;CA Épernay, Coteaux et Plaine de Champagne;MARNE;GRAND EST
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - SAINT-DENIS D'ANJOU;47.787712,-0.44404444;NO2;EEA France;µg/m³;2.03;2017-07-18T22:00:00+02:00;Saint-Denis-d'Anjou;CC du Pays de Château-Gontier;MAYENNE;PAYS DE LA LOIRE
AIR PACA;France - AIR PACA - SALON;43.638966,5.0999966;O3;EEA France;µg/m³;106.75;2017-07-18T22:00:00+02:00;Salon-de-Provence;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
AIR LORRAINE;France - AIR LORRAINE - Spicheren(14);49.19539,6.9574428;O3;EEA France;µg/m³;112.83;2017-07-18T22:00:00+02:00;Spicheren;CA de Forbach Porte de France;MOSELLE;GRAND EST
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Station AUXERRE;47.800568,3.5763907;PM2.5;EEA France;µg/m³;9.9;2017-05-25T12:00:00+02:00;Auxerre;CA de l'Auxerrois;YONNE;BOURGOGNE-FRANCHE-COMTE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Station MORVAN;47.275017,4.09833;PM10;EEA France;µg/m³;15.38;2017-05-25T12:00:00+02:00;Saint-Brisson;CC Morvan Sommets et Grands Lacs;NIEVRE;BOURGOGNE-FRANCHE-COMTE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Tavaux;47.0426,5.400896;SO2;EEA France;µg/m³;0.05;2017-07-18T22:00:00+02:00;Tavaux;CA du Grand Dole;JURA;BOURGOGNE-FRANCHE-COMTE
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Valenciennes Acacias;50.35853,3.508038;NO2;EEA France;µg/m³;10.15;2017-05-25T12:00:00+02:00;Valenciennes;CA Valenciennes Métropole;NORD;HAUTS-DE-FRANCE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Lons-le-Saunier CV;46.671326,5.5568075;PM10;EEA France;µg/m³;15.6;2017-05-25T12:00:00+02:00;Lons-le-Saunier;CA Ecla (Espace Communautaire Lons Agglomération);JURA;BOURGOGNE-FRANCHE-COMTE
AIR PACA;France - AIR PACA - MARSEILLE 5  AVENUES;43.3061,5.3957934;NO2;EEA France;µg/m³;19.25;2017-07-18T22:00:00+02:00;Marseille;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
ORA;France - ORA - MONTGAILLARD;-20.903284,55.468365;O3;EEA France;µg/m³;56.53;2017-07-17T11:00:00+02:00;Saint-Denis;CA Intercommunale du Nord de la Réunion (Cinor);LA REUNION;LA REUNION
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - MOURENX;43.37692,-0.609444;SO2;EEA France;µg/m³;0.25;2017-05-25T12:00:00+02:00;Mourenx;CC de Lacq-Orthez;PYRENEES-ATLANTIQUES;NOUVELLE-AQUITAINE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Montferrand;45.797264,3.1138303;O3;EEA France;µg/m³;108.38;2017-07-18T22:00:00+02:00;Clermont-Ferrand;Clermont Auvergne Métropole;PUY-DE-DOME;AUVERGNE-RHONE-ALPES
ORA;France - ORA - Plateau Caillou;-21.009739,55.27271;PM10;EEA France;µg/m³;29.0;2017-07-17T11:00:00+02:00;Saint-Paul;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
ORA;France - ORA - Plateau Caillou;-21.009739,55.27271;PM2.5;EEA France;µg/m³;13.58;2017-07-17T11:00:00+02:00;Saint-Paul;CA Territoire de la Côte Ouest (Tco);LA REUNION;LA REUNION
Martinique;France - Martinique - FR39009;14.610743,-61.002613;NO2;EEA France;µg/m³;8.8;2020-04-28T19:00:00+02:00;Le Lamentin;CA du Centre de la Martinique;MARTINIQUE;MARTINIQUE
Doubs;France - Doubs - FR82001;47.235996,6.023608;NO2;EEA France;µg/m³;6.9;2020-04-28T19:00:00+02:00;Besançon;CA du Grand Besançon;DOUBS;BOURGOGNE-FRANCHE-COMTE
AIR RHONE ALPES;France - AIR RHONE ALPES - Fontaine Les Balmes;45.190426,5.6869645;NO2;EEA France;µg/m³;11.38;2017-07-17T20:00:00+02:00;Fontaine;Métropole Grenoble-Alpes-Métropole;ISERE;AUVERGNE-RHONE-ALPES
AIR PACA;France - AIR PACA - GRASSE CLAVECIN;43.657814,6.9209533;O3;EEA France;µg/m³;119.25;2017-07-18T22:00:00+02:00;Grasse;CA du Pays de Grasse;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR
AIR NORMAND;France - AIR NORMAND - IFS Caen sud;49.151695,-0.3527783;NO2;EEA France;µg/m³;26.8;2017-07-18T22:00:00+02:00;Ifs;CU Caen la Mer;CALVADOS;NORMANDIE
ATMO GRAND EST;France - ATMO GRAND EST - Jean d Aulan;49.224144,4.0205536;O3;EEA France;µg/m³;67.5;2017-05-25T12:00:00+02:00;Reims;CU du Grand Reims;MARNE;GRAND EST
MADININAIR;France - MADININAIR - Lamentin Bas Mission;14.610743,-61.002613;PM10;EEA France;µg/m³;28.05;2017-07-18T00:00:00+02:00;Le Lamentin;CA du Centre de la Martinique;MARTINIQUE;MARTINIQUE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - A7 SUD LYONNAIS;45.72005,4.818159;PM10;EEA France;µg/m³;48.2;2017-07-17T20:00:00+02:00;La Mulatière;Métropole de LYON;RHONE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - ANNEMASSE;46.19585,6.2405605;NO2;EEA France;µg/m³;5.63;2017-07-17T20:00:00+02:00;Annemasse;CA Annemasse-les Voirons-Agglomération;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - Avenue de LibOration;46.570015,0.32357496;PM10;EEA France;µg/m³;0.0;2017-07-18T21:00:00+02:00;Poitiers;CU du Grand-Poitiers;VIENNE;NOUVELLE-AQUITAINE
ATMO GRAND EST;France - ATMO GRAND EST - Bar Le Duc;48.775833,5.1627884;PM10;EEA France;µg/m³;10.0;2017-05-25T12:00:00+02:00;Bar-le-Duc;CA de Bar-le-Duc - Sud Meuse;MEUSE;GRAND EST
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - CHALONS;48.9622,4.36;SO2;EEA France;µg/m³;7.05;2017-07-18T22:00:00+02:00;Châlons-en-Champagne;CA de Châlons-en-Champagne;MARNE;GRAND EST
AIR RHONE ALPES;France - AIR RHONE ALPES - CHAMONIX;45.92251,6.870001;O3;EEA France;µg/m³;105.23;2017-07-17T20:00:00+02:00;Chamonix-Mont-Blanc;CC de la Vallée de Chamonix-Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - COGNAC;45.694706,-0.32336116;SO2;EEA France;µg/m³;2.63;2017-05-25T12:00:00+02:00;Cognac;CA du Grand Cognac;CHARENTE;NOUVELLE-AQUITAINE
ATMO HAUTS DE FRANCE;France - ATMO HAUTS DE FRANCE - Cartignies;50.092266,3.8500266;PM10;EEA France;µg/m³;25.98;2017-05-25T09:00:00+02:00;Cartignies;CC Coeur de l'Avesnois;NORD;HAUTS-DE-FRANCE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Dole centre;47.09675,5.496387;PM10;EEA France;µg/m³;16.1;2017-05-25T12:00:00+02:00;Dole;CA du Grand Dole;JURA;BOURGOGNE-FRANCHE-COMTE
AIR LORRAINE;France - AIR LORRAINE - Epinal;48.172794,6.452814;SO2;EEA France;µg/m³;0.88;2017-07-18T22:00:00+02:00;Épinal;CA d'Épinal;VOSGES;GRAND EST
Moselle;France - Moselle - FR01009;49.271393,6.1325;SO2;EEA France;µg/m³;5.2;2018-04-12T14:00:00+02:00;Gandrange;CC Rives de Moselle;MOSELLE;GRAND EST
Meurthe-et-Moselle;France - Meurthe-et-Moselle - FR01016;48.886414,6.093614;SO2;EEA France;µg/m³;2.3;2019-06-11T14:00:00+02:00;Atton;CC du Bassin de Pont-à-Mousson;MEURTHE-ET-MOSELLE;GRAND EST
Bouches-du-Rhône;France - Bouches-du-Rhône - FR02001;43.485863,5.171942;SO2;EEA France;µg/m³;1.8;2020-04-28T20:00:00+02:00;Berre-l'Étang;;BOUCHES-DU-RHONE;PROVENCE-ALPES-COTE D'AZUR
Var;France - Var - FR03070;43.43781,6.7683926;NO2;EEA France;µg/m³;4.3;2020-04-28T20:00:00+02:00;Fréjus;CA Var Esterel Méditerranée (Cavem);VAR;PROVENCE-ALPES-COTE D'AZUR
Var;France - Var - FR03071;43.131046,5.924237;PM10;EEA France;µg/m³;13.6;2020-04-28T19:00:00+02:00;Toulon;Métropole Toulon-Provence-Méditerranée;VAR;PROVENCE-ALPES-COTE D'AZUR
Essonne;France - Essonne - FR04066;48.36414,2.23694;PM2.5;EEA France;µg/m³;7.8;2020-04-28T19:00:00+02:00;Bois-Herpin;CA Étampois Sud-Essonne;ESSONNE;ILE-DE-FRANCE
Alpes-Maritimes;France - Alpes-Maritimes - FR24009;43.562527,7.0072184;NO2;EEA France;µg/m³;5.3;2020-04-28T20:00:00+02:00;Cannes;CA Cannes Pays de Lérins;ALPES-MARITIMES;PROVENCE-ALPES-COTE D'AZUR
Côte-d'Or;France - Côte-d'Or - FR26010;47.34555,5.002224;O3;EEA France;µg/m³;95.2;2020-04-28T19:00:00+02:00;Daix;Dijon Métropole;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
Côte-d'Or;France - Côte-d'Or - FR26035;47.137215,4.9505796;NO2;EEA France;µg/m³;8.6;2020-04-28T19:00:00+02:00;Nuits-Saint-Georges;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
Isère;France - Isère - FR27005;45.31962,4.772866;NO2;EEA France;µg/m³;3.3;2020-04-28T19:00:00+02:00;Sablons;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
Vosges;France - Vosges - FR30028;48.051098,7.0111175;SO2;EEA France;µg/m³;1.0;2019-08-09T12:00:00+02:00;Xonrupt-Longemer;CC des Hautes-Vosges;VOSGES;GRAND EST
Indre-et-Loire;France - Indre-et-Loire - FR34024;47.34415,0.6537759;O3;EEA France;µg/m³;88.6;2020-04-28T20:00:00+02:00;Joué-lès-Tours;Tours Métropole Val de Loire;INDRE-ET-LOIRE;CENTRE-VAL DE LOIRE
Hérault;France - Hérault - FR08016;43.591553,3.8868935;PM10;EEA France;µg/m³;5.5;2020-04-28T17:00:00+02:00;Montpellier;Montpellier Méditerranée Métropole;HERAULT;OCCITANIE
Haute-Garonne;France - Haute-Garonne - FR12039;43.560837,1.3950028;PM10;EEA France;µg/m³;17.4;2020-04-27T07:00:00+02:00;Toulouse;Toulouse Métropole;HAUTE-GARONNE;OCCITANIE
Marne;France - Marne - FR14028;49.046116,3.955911;PM10;EEA France;µg/m³;21.1;2020-04-28T18:00:00+02:00;Épernay;CA Épernay, Coteaux et Plaine de Champagne;MARNE;GRAND EST
Somme;France - Somme - FR18039;50.129425,1.610832;PM10;EEA France;µg/m³;25.1;2020-04-16T07:00:00+02:00;Arrest;CA de la Baie de Somme;SOMME;HAUTS-DE-FRANCE
Rhône;France - Rhône - FR20037;45.60189,4.802196;NO2;EEA France;µg/m³;6.4;2020-04-28T19:00:00+02:00;Ternay;CC du Pays de l'Ozon;RHONE;AUVERGNE-RHONE-ALPES
Rhône;France - Rhône - FR20048;45.75328,5.0722027;O3;EEA France;µg/m³;61.7;2020-04-28T19:00:00+02:00;Pusignan;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
Corse-du-Sud;France - Corse-du-Sud - FR41001;41.924656,8.735694;NO2;EEA France;µg/m³;3.8;2020-04-28T20:00:00+02:00;Ajaccio;CA du Pays Ajaccien;CORSE-DU-SUD;CORSE
Jura;France - Jura - FR82041;47.0426,5.400896;NO2;EEA France;µg/m³;3.0;2020-04-28T19:00:00+02:00;Tavaux;CA du Grand Dole;JURA;BOURGOGNE-FRANCHE-COMTE
AIR LORRAINE;France - AIR LORRAINE - Heming;48.69472,6.9652762;NO2;EEA France;µg/m³;5.8;2017-03-28T18:00:00+02:00;Héming;CC Sarrebourg Moselle Sud;MOSELLE;GRAND EST
AIRPARIF;France - AIRPARIF - IVRY-SUR-SEINE;48.81749,2.3949983;NO2;EEA France;µg/m³;29.0;2017-07-18T21:00:00+02:00;Ivry-sur-Seine;Métropole du Grand Paris;VAL-DE-MARNE;ILE-DE-FRANCE
ATMO OCCITANIE;France - ATMO OCCITANIE - LOURDES LAPACCA;43.096947,-0.03888897;O3;EEA France;µg/m³;72.75;2017-05-25T12:00:00+02:00;Lourdes;CA Tarbes-Lourdes-Pyrénées;HAUTES-PYRENEES;OCCITANIE
AIR C.O.M. (CALVADOS, ORNE, MANCHE);France - AIR C.O.M. (CALVADOS, ORNE, MANCHE) - La Coulonche MERA;48.645008,-0.45833305;O3;EEA France;µg/m³;103.23;2017-07-18T22:00:00+02:00;La Coulonche;CA Flers Agglo;ORNE;NORMANDIE
AIRPARIF;France - AIRPARIF - RN20 - MONTLHERY;48.64091,2.2687223;NO2;EEA France;µg/m³;73.75;2017-07-18T22:00:00+02:00;Montlhéry;CA Communauté Paris-Saclay;ESSONNE;ILE-DE-FRANCE
AIR NORMAND;France - AIR NORMAND - Saint-LO Eglise;49.11637,-1.0847247;PM10;EEA France;µg/m³;29.58;2017-07-18T22:00:00+02:00;Saint-Lô;CA Saint-Lô Agglo;MANCHE;NORMANDIE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Station SENS;48.200584,3.2772248;PM10;EEA France;µg/m³;18.4;2017-07-17T20:00:00+02:00;Sens;CA du Grand Sénonais;YONNE;BOURGOGNE-FRANCHE-COMTE
ATMO PICARDIE;France - ATMO PICARDIE - Trafic Beauvais 1;49.435955,2.084289;PM10;EEA France;µg/m³;30.4;2017-07-18T20:00:00+02:00;Beauvais;CA du Beauvaisis;OISE;HAUTS-DE-FRANCE
AIRPARIF;France - AIRPARIF - Zone Rurale SE;48.35471,2.6452959;SO2;EEA France;µg/m³;0.75;2017-07-18T22:00:00+02:00;Fontainebleau;CA du Pays de Fontainebleau;SEINE-ET-MARNE;ILE-DE-FRANCE
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Le Puy-Causans;45.03898,3.8870013;PM10;EEA France;µg/m³;20.08;2017-07-18T22:00:00+02:00;Le Puy-en-Velay;CA du Puy-en-Velay;HAUTE-LOIRE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Le Rondeau;45.158382,5.703763;NO2;EEA France;µg/m³;39.18;2017-05-25T12:00:00+02:00;Échirolles;Métropole Grenoble-Alpes-Métropole;ISERE;AUVERGNE-RHONE-ALPES
ATMO NOUVELLE-AQUITAINE;France - ATMO NOUVELLE-AQUITAINE - MERIGNAC;44.841415,-0.6500003;NO2;EEA France;µg/m³;15.25;2017-05-25T12:00:00+02:00;Mérignac;Bordeaux Métropole;GIRONDE;NOUVELLE-AQUITAINE
ATMO GRAND EST;France - ATMO GRAND EST - Metz-Centre;49.119427,6.1808314;PM10;EEA France;µg/m³;30.08;2017-05-25T12:00:00+02:00;Metz;Metz Métropole;MOSELLE;GRAND EST
AIR PACA;France - AIR PACA - GAP JEAN JAURES;44.54863,6.067302;NO2;EEA France;µg/m³;36.5;2017-07-18T22:00:00+02:00;Gap;CA Gap-Tallard-Durance;HAUTES-ALPES;PROVENCE-ALPES-COTE D'AZUR
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - LEON BLUM;47.264107,-2.2498577;NO2;EEA France;µg/m³;5.48;2017-05-25T12:00:00+02:00;Saint-Nazaire;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
LIG'AIR;France - LIG'AIR - La_Source-CNRS;47.837784,1.944655;NO2;EEA France;µg/m³;2.45;2017-07-17T20:00:00+02:00;Orléans;Orléans Métropole;LOIRET;CENTRE-VAL DE LOIRE
Maine-et-Loire;France - Maine-et-Loire - FR23150;47.447403,-0.5500672;NO2;EEA France;µg/m³;4.3;2020-04-28T20:00:00+02:00;Angers;CU Angers Loire Métropole;MAINE-ET-LOIRE;PAYS DE LA LOIRE
Loire-Atlantique;France - Loire-Atlantique - FR23153;47.331547,-2.1516268;SO2;EEA France;µg/m³;0.1;2020-04-28T20:00:00+02:00;Montoir-de-Bretagne;CA de la Région Nazairienne et de l'Estuaire (Carene);LOIRE-ATLANTIQUE;PAYS DE LA LOIRE
Haute-Vienne;France - Haute-Vienne - FR35003;45.831074,1.2568778;O3;EEA France;µg/m³;22.7;2019-01-07T11:00:00+01:00;Limoges;CU Limoges Métropole;HAUTE-VIENNE;NOUVELLE-AQUITAINE
Nord;France - Nord - FR11025;50.62804,3.0903125;NO2;EEA France;µg/m³;10.1;2020-04-28T19:00:00+02:00;Lille;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
Nord;France - Nord - FR11034;50.706554,3.180656;NO2;EEA France;µg/m³;32.7;2020-04-28T19:00:00+02:00;Roubaix;Métropole Européenne de Lille;NORD;HAUTS-DE-FRANCE
Bas-Rhin;France - Bas-Rhin - FR16038;48.570347,7.7663307;PM10;EEA France;µg/m³;20.13;2018-08-23T14:00:00+02:00;Strasbourg;Eurométropole de Strasbourg;BAS-RHIN;GRAND EST
Bas-Rhin;France - Bas-Rhin - FR16302;48.49301,7.1298027;PM2.5;EEA France;µg/m³;2.8;2020-04-28T19:00:00+02:00;Grandfontaine;CC de la Vallée de la Bruche;BAS-RHIN;GRAND EST
Rhône;France - Rhône - FR20048;45.75328,5.0722027;PM10;EEA France;µg/m³;10.4;2020-04-28T19:00:00+02:00;Pusignan;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - A7 Nord-IsOre;45.35321,4.804819;PM2.5;EEA France;µg/m³;8.5;2017-05-25T12:00:00+02:00;Salaise-sur-Sanne;CC Entre Bièvre et Rhône;ISERE;AUVERGNE-RHONE-ALPES
ATMO PICARDIE;France - ATMO PICARDIE - Arrest;50.129425,1.610832;O3;EEA France;µg/m³;60.13;2017-05-25T12:00:00+02:00;Arrest;CA de la Baie de Somme;SOMME;HAUTS-DE-FRANCE
QUALITAIR CORSE;France - QUALITAIR CORSE - BASTIA MONTESORO;42.671345,9.434646;NO2;EEA France;µg/m³;6.55;2017-07-15T17:00:00+02:00;Bastia;CA de Bastia;HAUTE-CORSE;CORSE
ASPA;France - ASPA - C.C.3 FrontiOres;47.59494,7.5681715;NO2;EEA France;µg/m³;10.98;2017-07-18T22:00:00+02:00;Village-Neuf;CA Saint-Louis Agglomération;HAUT-RHIN;GRAND EST
AIR RHONE ALPES;France - AIR RHONE ALPES - CHAMONIX;45.92251,6.870001;PM10;EEA France;µg/m³;12.28;2017-07-17T20:00:00+02:00;Chamonix-Mont-Blanc;CC de la Vallée de Chamonix-Mont-Blanc;HAUTE-SAVOIE;AUVERGNE-RHONE-ALPES
AIR RHONE ALPES;France - AIR RHONE ALPES - Drôme Rurale Sud-SND;44.56943,5.278968;NO2;EEA France;µg/m³;0.75;2016-12-05T02:00:00+01:00;Saint-Nazaire-le-Désert;CC du Diois;DROME;AUVERGNE-RHONE-ALPES
Hauts-de-Seine;France - Hauts-de-Seine - FR04002;48.92969,2.2947195;NO2;EEA France;µg/m³;6.4;2020-04-28T20:00:00+02:00;Gennevilliers;Métropole du Grand Paris;HAUTS-DE-SEINE;ILE-DE-FRANCE
Nord;France - Nord - FR06003;50.378242,3.0658603;O3;EEA France;µg/m³;72.0;2020-04-28T19:00:00+02:00;Douai;CA du Douaisis (C.A.D.);NORD;HAUTS-DE-FRANCE
AIR RHONE ALPES;France - AIR RHONE ALPES - Drôme Rurale Sud-SND;44.56943,5.278968;PM2.5;EEA France;µg/m³;3.0;2016-12-05T02:00:00+01:00;Saint-Nazaire-le-Désert;CC du Diois;DROME;AUVERGNE-RHONE-ALPES
ATMO OCCITANIE;France - ATMO OCCITANIE - PrOs ArOnes;43.591553,3.8868935;PM2.5;EEA France;µg/m³;6.73;2017-07-17T19:00:00+02:00;Montpellier;Montpellier Méditerranée Métropole;HERAULT;OCCITANIE
AIR BREIZH;France - AIR BREIZH - Quimper Pommiers;47.996124,-4.0997224;PM10;EEA France;µg/m³;27.0;2017-07-18T21:00:00+02:00;Quimper;CA Quimper Bretagne Occidentale;FINISTERE;BRETAGNE
ATMO GRAND EST;France - ATMO GRAND EST - Remiremont;48.02461,6.585837;SO2;EEA France;µg/m³;1.83;2017-05-25T12:00:00+02:00;Remiremont;CC de la Porte des Vosges Méridionales;VOSGES;GRAND EST
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Romans-sur-IsOre;45.04247,5.044301;NO2;EEA France;µg/m³;1.5;2017-05-25T12:00:00+02:00;Romans-sur-Isère;CA Valence Romans Agglo;DROME;AUVERGNE-RHONE-ALPES
ATMO CHAMPAGNE-ARDENNE;France - ATMO CHAMPAGNE-ARDENNE - St DIZIER L. Michel;48.64584,4.9661117;NO2;EEA France;µg/m³;8.7;2017-07-18T22:00:00+02:00;Saint-Dizier;CA de Saint-Dizier Der et Blaise;HAUTE-MARNE;GRAND EST
ATMO NORD-PAS-DE-CALAIS;France - ATMO NORD-PAS-DE-CALAIS - Valenciennes Wallon;50.36426,3.5227344;CO;EEA France;µg/m³;306.7;2017-05-30T12:00:00+02:00;Valenciennes;CA Valenciennes Métropole;NORD;HAUTS-DE-FRANCE
QUALITAIR CORSE;France - QUALITAIR CORSE - Venaco;42.236088,9.190035;PM2.5;EEA France;µg/m³;15.63;2017-07-15T15:00:00+02:00;Venaco;CC du Centre Corse;HAUTE-CORSE;CORSE
ATMO BOURGOGNE-FRANCHE-COMTE;France - ATMO BOURGOGNE-FRANCHE-COMTE - Vesoul Pres Caillet;47.620014,6.15761;NO2;EEA France;µg/m³;8.25;2017-07-18T22:00:00+02:00;Vesoul;CA de Vesoul;HAUTE-SAONE;BOURGOGNE-FRANCHE-COMTE
AIR RHONE ALPES;France - AIR RHONE ALPES - Vienne Centre;45.52598,4.8754086;O3;EEA France;µg/m³;0.0;2016-12-05T02:00:00+01:00;Vienne;CA Vienne Condrieu;ISERE;AUVERGNE-RHONE-ALPES
AIRPARIF;France - AIRPARIF - Zone Rurale SO;48.581936,1.883336;O3;EEA France;µg/m³;108.75;2017-07-18T22:00:00+02:00;Sonchamp;CA Rambouillet Territoires;YVELINES;ILE-DE-FRANCE
AIRPARIF;France - AIRPARIF - MONTGERON;48.7067,2.4571977;O3;EEA France;µg/m³;122.0;2017-07-18T22:00:00+02:00;Montgeron;CA Val d'Yerres Val de Seine;ESSONNE;ILE-DE-FRANCE
LIG'AIR;France - LIG'AIR - Marigny-les-usages;47.95896,2.0092888;O3;EEA France;µg/m³;74.9;2017-07-17T17:00:00+02:00;Marigny-les-Usages;Orléans Métropole;LOIRET;CENTRE-VAL DE LOIRE
ASPA;France - ASPA - Mulhouse Sud 2;47.73741,7.3090796;PM2.5;EEA France;µg/m³;15.25;2017-05-25T12:00:00+02:00;Mulhouse;CA Mulhouse Alsace Agglomération;HAUT-RHIN;GRAND EST
ORAMIP;France - ORAMIP - PAMIERS;43.114395,1.622591;O3;EEA France;µg/m³;115.13;2017-07-17T20:00:00+02:00;Pamiers;CC des Portes d'Ariège Pyrénées;ARIEGE;OCCITANIE
unused;France - unused - FR39017;14.600572,-61.08571;O3;EEA France;µg/m³;43.8;2020-04-28T19:00:00+02:00;Fort-de-France;CA du Centre de la Martinique;MARTINIQUE;MARTINIQUE
ATMO PICARDIE;France - ATMO PICARDIE - Faiencerie Creil;49.259567,2.4744005;NO2;EEA France;µg/m³;32.7;2017-07-18T22:00:00+02:00;Creil;CA Creil Sud Oise;OISE;HAUTS-DE-FRANCE
AIR RHONE ALPES;France - AIR RHONE ALPES - GENAS;45.731716,4.9802957;NO2;EEA France;µg/m³;2.98;2017-05-25T12:00:00+02:00;Genas;CC de l'Est Lyonnais (Ccel);RHONE;AUVERGNE-RHONE-ALPES
ATMO AUVERGNE-RHONE-ALPES;France - ATMO AUVERGNE-RHONE-ALPES - Gresivaudan Periurb;45.279682,5.8822045;PM10;EEA France;µg/m³;13.5;2017-05-25T12:00:00+02:00;Crolles;CC Le Grésivaudan;ISERE;AUVERGNE-RHONE-ALPES
AIR PAYS DE LOIRE;France - AIR PAYS DE LOIRE - LA TARDIERE;46.656715,-0.7436811;PM10;EEA France;µg/m³;26.78;2017-07-18T22:00:00+02:00;La Tardière;CC du Pays de la Châtaigneraie;VENDEE;PAYS DE LA LOIRE
LIMAIR;France - LIMAIR - LIMOGES - PrOsidial;45.831074,1.2568778;O3;EEA France;µg/m³;62.18;2017-05-25T12:00:00+02:00;Limoges;CU Limoges Métropole;HAUTE-VIENNE;NOUVELLE-AQUITAINE
Côte-d'Or;France - Côte-d'Or - FR26005;47.30804,5.066112;O3;EEA France;µg/m³;81.8;2020-04-28T19:00:00+02:00;Dijon;Dijon Métropole;COTE-D'OR;BOURGOGNE-FRANCHE-COMTE
Vosges;France - Vosges - FR30018;48.02461,6.585837;SO2;EEA France;µg/m³;4.0;2019-08-09T13:00:00+02:00;Remiremont;CC de la Porte des Vosges Méridionales;VOSGES;GRAND EST
Meuse;France - Meuse - FR30020;48.775833,5.1627884;O3;EEA France;µg/m³;73.8;2020-03-27T11:00:00+01:00;Bar-le-Duc;CA de Bar-le-Duc - Sud Meuse;MEUSE;GRAND EST
Meurthe-et-Moselle;France - Meurthe-et-Moselle - FR30027;48.56547,6.1295824;SO2;EEA France;µg/m³;5.0;2020-04-28T19:00:00+02:00;Frolois;CC Moselle et Madon;MEURTHE-ET-MOSELLE;GRAND EST
